id,source_code
4096,https://github.com/lip6/libDDD
4106,https://github.com/cran/lpSolve
4128,https://github.com/ElsevierSoftwareX/SOFTX-D-15-00003
4165,https://github.com/the-tcpdump-group/
4187,https://github.com/sandialabs/hopspack
4188,https://sourceforge.net/projects/gnuplot/
4204,https://github.com/andrejv/wxmaxima
4290,https://github.com/cran/CODA
4293,https://github.com/lbfm-rwth/carat
4313,https://github.com/FEniCS/dolfinx
4314,https://github.com/FEniCS
4331,https://github.com/robertgj/SparsePOP
4355,https://github.com/cran/MPV
4356,https://github.com/cran/quantreg
4357,https://github.com/cran/faraway
4358,https://github.com/cran/car
4359,https://github.com/cran/mvtnorm
4360,https://github.com/cran/HH
4361,https://github.com/cran/leaps
4362,https://github.com/cran/ellipse
4363,https://github.com/cran/lattice
4364,https://github.com/cran/survival
4365,https://github.com/cran/pls
4375,https://github.com/cran/mvna
4376,https://github.com/cran/mstate
4377,https://github.com/cran/p3state.msm
4014,https://github.com/sivantoledo/taucs/
4023,https://github.com/primme/primme
4028,https://github.com/trilinos/Trilinos
4034,https://github.com/cran/AWS
4081,https://github.com/RaRe-Technologies/gensim
4096,https://github.com/lip6/libDDD
4106,https://github.com/cran/lpSolve
4128,https://github.com/ElsevierSoftwareX/SOFTX-D-15-00003
4165,https://github.com/the-tcpdump-group/
4187,https://github.com/sandialabs/hopspack
4188,https://sourceforge.net/projects/gnuplot/
4204,https://github.com/andrejv/wxmaxima
4290,https://github.com/cran/CODA
4293,https://github.com/lbfm-rwth/carat
4313,https://github.com/FEniCS/dolfinx
4314,https://github.com/FEniCS
4331,https://github.com/robertgj/SparsePOP
4355,https://github.com/cran/MPV
4356,https://github.com/cran/quantreg
4357,https://github.com/cran/faraway
4358,https://github.com/cran/car
4359,https://github.com/cran/mvtnorm
4360,https://github.com/cran/HH
4361,https://github.com/cran/leaps
4362,https://github.com/cran/ellipse
4363,https://github.com/cran/lattice
4364,https://github.com/cran/survival
4365,https://github.com/cran/pls
4375,https://github.com/cran/mvna
4376,https://github.com/cran/mstate
4377,https://github.com/cran/p3state.msm
4427,https://github.com/jboner/aspectwerkz
4429,https://github.com/cran/spatstat
4440,https://github.com/coin-or/Cbc
4474,https://github.com/cran/alr3
4476,https://github.com/cran/drc
4477,https://github.com/cran/HydroMe
4478,https://github.com/cran/lmtest
4479,https://github.com/cran/MASS
4480,https://github.com/cran/NISTnls
4481,https://github.com/cran/nlme
4482,https://github.com/cran/nlrwr
4483,https://github.com/cran/nls2
4484,https://github.com/cran/nlstools
4485,https://github.com/cran/NRAIA
4486,https://github.com/cran/sandwich
4490,https://github.com/cran/VGAM
4493,https://github.com/cran/boa
4494,https://github.com/cran/R2WinBUGS
4495,https://github.com/cran/LearnBayes
4496,https://github.com/cran/WaveThresh4
4497,https://github.com/cran/wavelets
4498,https://github.com/cran/simecol
4499,https://github.com/cran/deSolve
4502,https://github.com/cran/spatial
4503,https://github.com/cran/dlm
4504,https://github.com/cran/MSBVAR
4505,https://github.com/cran/forecast
4507,https://github.com/cran/vars
4508,https://github.com/cran/fBasics
4509,https://github.com/cran/tseries
4510,https://github.com/cran/SoDA
4511,https://github.com/cran/fda
4512,https://github.com/cran/mcsm
4514,https://github.com/cran/Matrix
4515,https://github.com/cran/lme4
4516,https://github.com/cran/R.matlab
4517,https://github.com/cran/multilevel
4518,https://github.com/cran/boot
4519,https://github.com/edzer/hexbin
4520,https://github.com/cran/pwr
4521,https://github.com/cran/combinat
4522,https://github.com/cran/binom
4523,https://github.com/cran/Tinn-R
4525,https://github.com/cran/sem
4527,https://github.com/cran/irr
4529,https://github.com/cran/nortest
4530,https://github.com/cran/Hmisc
4531,https://github.com/cran/perturb
4532,https://github.com/cran/rms
4533,https://github.com/cran/Amelia
4534,https://github.com/cran/colorspace
4535,https://github.com/cran/robust
4536,https://github.com/cran/mediation
4537,https://github.com/cran/moments
4538,https://github.com/cran/odfWeave
4539,https://github.com/cran/plotrix
4540,https://github.com/cran/scatterplot3d
4541,https://github.com/cran/DAAG
4542,https://github.com/cran/ggm
4543,https://github.com/cran/vcd
4545,https://github.com/cran/ICSNP
4546,https://github.com/cran/FSA
4547,https://github.com/cran/nFactors
4548,https://github.com/cran/foreign
4549,https://github.com/cran/psych
4550,https://github.com/cran/RODBC
4551,https://github.com/cran/ROCR
4552,https://github.com/cran/xlsReadWrite
4553,https://github.com/cran/rggobi
4555,https://github.com/cran/gplots
4556,https://github.com/cran/reshape
4557,https://github.com/cran/ggplot2
4558,https://github.com/cran/rattle
4559,https://github.com/cran/RMySQL
4561,https://github.com/cran/norm
4562,https://github.com/cran/RPostgreSQL
4563,https://github.com/cran/kknn
4502,https://github.com/cran/spatial
4503,https://github.com/cran/dlm
4504,https://github.com/cran/MSBVAR
4505,https://github.com/cran/forecast
4507,https://github.com/cran/vars
4508,https://github.com/cran/fBasics
4509,https://github.com/cran/tseries
4510,https://github.com/cran/SoDA
4511,https://github.com/cran/fda
4512,https://github.com/cran/mcsm
4514,https://github.com/cran/Matrix
4515,https://github.com/cran/lme4
4516,https://github.com/cran/R.matlab
4517,https://github.com/cran/multilevel
4518,https://github.com/cran/boot
4519,https://github.com/edzer/hexbin
4520,https://github.com/cran/pwr
4521,https://github.com/cran/combinat
4522,https://github.com/cran/binom
4523,https://github.com/cran/Tinn-R
4525,https://github.com/cran/sem
4527,https://github.com/cran/irr
4529,https://github.com/cran/nortest
4530,https://github.com/cran/Hmisc
4531,https://github.com/cran/perturb
4532,https://github.com/cran/rms
4533,https://github.com/cran/Amelia
4534,https://github.com/cran/colorspace
4535,https://github.com/cran/robust
4536,https://github.com/cran/mediation
4537,https://github.com/cran/moments
4538,https://github.com/cran/odfWeave
4539,https://github.com/cran/plotrix
4540,https://github.com/cran/scatterplot3d
4541,https://github.com/cran/DAAG
4542,https://github.com/cran/ggm
4543,https://github.com/cran/vcd
4545,https://github.com/cran/ICSNP
4546,https://github.com/cran/FSA
4547,https://github.com/cran/nFactors
4548,https://github.com/cran/foreign
4549,https://github.com/cran/psych
4550,https://github.com/cran/RODBC
4551,https://github.com/cran/ROCR
4552,https://github.com/cran/xlsReadWrite
4553,https://github.com/cran/rggobi
4555,https://github.com/cran/gplots
4556,https://github.com/cran/reshape
4557,https://github.com/cran/ggplot2
4558,https://github.com/cran/rattle
4559,https://github.com/cran/RMySQL
4561,https://github.com/cran/norm
4562,https://github.com/cran/RPostgreSQL
4563,https://github.com/cran/kknn
4564,https://github.com/cran/mnormt
4566,https://github.com/cran/ade4
4569,https://github.com/cran/ape
4570,https://github.com/cran/cocorresp
4571,https://github.com/cran/cluster
4572,https://github.com/cran/FD
4573,https://github.com/cran/FactoMineR
4574,https://github.com/cran/gclus
4575,https://github.com/cran/labdsv
4576,https://github.com/cran/mvpart
4577,https://github.com/cran/MVPARTwrap
4578,https://github.com/cran/spdep
4579,https://github.com/cran/vegan
4583,https://github.com/cran/flexclust
4584,https://github.com/cran/fastICA
4585,https://github.com/cran/RLRsim
4586,https://github.com/cran/KernSmooth
4608,https://github.com/mpi4py/mpi4py
4626,https://git.frama-c.com/pub/frama-c/
4628,https://github.com/DrTimothyAldenDavis/SuiteSparse
4770,https://github.com/jvkersch/pyconcorde
4845,https://github.com/gap-packages/kbmag
4885,https://gitlab.inria.fr/gappa/gappa
4887,https://github.com/Z3Prover/z3
4888,https://github.com/OCamlPro/alt-ergo
4891,https://github.com/rose-compiler/rose/wiki
5032,https://github.com/sburer/Max-AO
5082,https://github.com/cran/MPS
5089,https://github.com/coin-or/Clp
5110,https://github.com/cran/quadprog
5032,https://github.com/sburer/Max-AO
5082,https://github.com/cran/MPS
5089,https://github.com/coin-or/Clp
5110,https://github.com/cran/quadprog
5203,https://github.com/ipab-slmc/optpp
5340,https://github.com/cran/crank
5382,https://github.com/randombit/botan
5421,https://github.com/Argonne-National-Laboratory/DSP/tree/BB-v0.0.2
5489,https://github.com/markummitchell/engauge-digitizer
5497,https://github.com/worldforge/wfmath
5502,https://github.com/mborgerding/kissfft
5543,https://github.com/Ermentrout/xppaut
5549,https://github.com/cran/deal
5586,https://github.com/goualard-f/GAOL
5611,https://github.com/visit-dav
5615,https://github.com/redsymbol/l2p
5662,https://github.com/sbromle/MvthImage
5709,https://github.com/GreycLab/CImg
5730,https://github.com/ArashPartow/wykobi
5742,https://github.com/antiprism/antiprism
5502,https://github.com/mborgerding/kissfft
5543,https://github.com/Ermentrout/xppaut
5549,https://github.com/cran/deal
5586,https://github.com/goualard-f/GAOL
5611,https://github.com/visit-dav
5615,https://github.com/redsymbol/l2p
5662,https://github.com/sbromle/MvthImage
5709,https://github.com/GreycLab/CImg
5730,https://github.com/ArashPartow/wykobi
5742,https://github.com/antiprism/antiprism
5766,https://github.com/Electrostatics/electrostatics.github.io
5802,https://github.com/mpmath/mpmath
5863,https://gitlab.com/conradsnicta/armadillo-code
5873,https://github.com/edrosten/TooN
5875,https://gitlab.com/flypig/functy
5876,https://gitlab.gnome.org/Archive/lasem
5887,https://github.com/leppa/tspsg
5889,https://github.com/shibatch/sleef
5891,https://github.com/accord-net/framework
5895,https://github.com/axkr/symja_android_library
6002,https://sourceforge.net/projects/jsmath/
6062,https://github.com/cran/deTestSet
6063,https://github.com/cran/factorQR
6064,https://github.com/cran/mixsmsn
6065,https://github.com/cran/fbati
6066,https://github.com/cran/LambertW
6068,https://github.com/cran/HiDimDA
6069,https://github.com/cran/someKfwer
6070,https://github.com/cran/frailtypack
6071,https://github.com/cran/penalized
6072,https://github.com/cran/pcalg
6073,https://github.com/cran/sda
6074,https://github.com/cran/mixfdr
6075,https://github.com/cran/MNM
6076,https://github.com/cran/season
6077,https://github.com/omegahat/RGCCTranslationUnit
6078,https://github.com/cran/gbs
6079,https://github.com/cran/actuar
6080,https://github.com/cran/imprProbEst
6081,https://github.com/cran/emplik
6082,https://github.com/cran/MFDA
6083,https://github.com/cran/gRc
6084,https://github.com/cran/wavethresh
6085,https://github.com/cran/BaM
6086,https://github.com/cran/kappalab
6087,https://github.com/cran/flexmix
6088,https://github.com/cran/aster
6091,https://github.com/cran/rda
6094,https://github.com/cran/ROptRegTS
6095,https://github.com/cran/RandVar
6096,https://github.com/cran/ROptEst
6097,https://github.com/cran/distrEx
6098,https://github.com/cran/UsingR
6099,https://github.com/cran/gss
6111,https://github.com/abinit
6113,https://github.com/CPMD-code/CPMD
6002,https://sourceforge.net/projects/jsmath/
6062,https://github.com/cran/deTestSet
6063,https://github.com/cran/factorQR
6064,https://github.com/cran/mixsmsn
6065,https://github.com/cran/fbati
6066,https://github.com/cran/LambertW
6068,https://github.com/cran/HiDimDA
6069,https://github.com/cran/someKfwer
6070,https://github.com/cran/frailtypack
6071,https://github.com/cran/penalized
6072,https://github.com/cran/pcalg
6073,https://github.com/cran/sda
6074,https://github.com/cran/mixfdr
6075,https://github.com/cran/MNM
6076,https://github.com/cran/season
6077,https://github.com/omegahat/RGCCTranslationUnit
6078,https://github.com/cran/gbs
6079,https://github.com/cran/actuar
6080,https://github.com/cran/imprProbEst
6081,https://github.com/cran/emplik
6082,https://github.com/cran/MFDA
6083,https://github.com/cran/gRc
6084,https://github.com/cran/wavethresh
6085,https://github.com/cran/BaM
6086,https://github.com/cran/kappalab
6087,https://github.com/cran/flexmix
6088,https://github.com/cran/aster
6091,https://github.com/cran/rda
6094,https://github.com/cran/ROptRegTS
6095,https://github.com/cran/RandVar
6096,https://github.com/cran/ROptEst
6097,https://github.com/cran/distrEx
6098,https://github.com/cran/UsingR
6099,https://github.com/cran/gss
6111,https://github.com/abinit
6113,https://github.com/CPMD-code/CPMD
6212,https://github.com/Macaulay2/frobby
6246,https://github.com/cran/ROI
6282,https://gitlab.com/picos-api/picos
6307,https://github.com/radsz/jacop
6321,https://github.com/coin-or/CHiPPS-BiCePS
6328,https://github.com/cran/geoRglm
6329,https://github.com/cran/lqa
6335,https://github.com/espressomd/espresso
6347,https://github.com/cran/SPOT
6348,https://github.com/cran/RobLox
6349,https://github.com/cran/RobRex
6357,https://github.com/cran/Linkcomm
6378,https://github.com/coolfluid/coolfluid3
6451,https://gitlab.com/unigespc/palabos
6503,https://github.com/sdsc/p3dfft
6539,https://github.com/cran/smacof
6555,https://github.com/CMD-at-ZIB/ZIBMolPy/wiki/The-ZIBgridfree-sampling-algorithm
6590,https://github.com/matplotlib/matplotlib
6595,https://github.com/michalkuraz/drutes-dev
6503,https://github.com/sdsc/p3dfft
6539,https://github.com/cran/smacof
6555,https://github.com/CMD-at-ZIB/ZIBMolPy/wiki/The-ZIBgridfree-sampling-algorithm
6590,https://github.com/matplotlib/matplotlib
6595,https://github.com/michalkuraz/drutes-dev
6604,https://github.com/rzach/multlog
6626,https://github.com/obspy/obspy/wiki
6634,https://github.com/cran/sfa
6637,https://github.com/cran/Adlift
6638,https://github.com/clawpack/sharpclaw
6655,https://github.com/boTerpPaulsen/OceanWave3D-Fortran90
6658,https://github.com/cran/eRm
6674,https://github.com/code-saturne/code_saturne
6682,https://github.com/gap-packages/anupq
6705,https://github.com/gpfeiffer/zigzag
6713,https://github.com/flame/libflame/
6723,https://github.com/fcatools/conexp-clj
6749,https://github.com/JuliaSparse/WSMP.jl
6767,https://github.com/cran/heplots
6768,https://github.com/cran/pmg
6770,https://github.com/cran/MVR
6771,https://github.com/cran/rsem
6772,https://github.com/cran/BayesX
6774,https://github.com/cran/AdaptFitOS
6775,https://github.com/cran/eha
6776,https://github.com/cran/VIM
6777,https://github.com/cran/ergm
6778,https://github.com/cran/nacopula
6779,https://github.com/cran/flip
6780,https://github.com/cran/subselect
6781,https://github.com/cran/benchmark
6782,https://github.com/cran/archetypes
6783,https://github.com/cran/cghseg
6784,https://github.com/cran/selectMeta
6785,https://github.com/cran/nbpMatching
6786,https://github.com/cran/ConvergenceConcepts
6787,https://github.com/cran/bayesm
6789,https://github.com/cran/CRTSize
6807,https://github.com/clawpack/pyclaw/tree/master/src/petclaw
6817,https://github.com/root-project/root
6863,https://github.com/ElsevierSoftwareX/SOFTX-D-17-00051
6865,https://github.com/stevens-crag/crag
6869,https://github.com/cran/COZIGAM
6883,https://github.com/emilioserra/UbikSim/wiki
6899,https://github.com/markush81/JGR
7001,https://github.com/rorchard/FuzzyCLIPS/tree/master/source
7014,https://github.com/sofa-framework/sofa/
7037,https://github.com/cran/vrmlgen
7001,https://github.com/rorchard/FuzzyCLIPS/tree/master/source
7014,https://github.com/sofa-framework/sofa/
7037,https://github.com/cran/vrmlgen
7073,https://github.com/cran/Statmod
7074,https://github.com/cran/changepoint
7105,https://github.com/cran/fpc
7106,https://github.com/cran/gam
7107,https://github.com/cran/logistf
7108,https://github.com/cran/lpridge
7109,https://github.com/cran/polywog
7110,https://github.com/cran/pscl
7111,https://github.com/cran/yacca
7112,https://github.com/cran/wle
7113,https://github.com/cran/Rfit
7114,https://github.com/cran/robustbase
7115,https://github.com/cran/rpart
7116,https://github.com/cran/SemiPar
7118,https://github.com/cran/strucchange
7119,https://github.com/cran/geepack
7120,https://github.com/cran/pvclust
7121,https://github.com/cran/adegenet
7122,https://github.com/cran/SNPassoc
7123,https://github.com/cran/WGCNA
7133,https://github.com/cran/repolr
7135,https://github.com/brucemiller/LaTeXML/
7171,https://github.com/gplepage/vegas
7190,https://github.com/dginev/nnexus
7208,https://github.com/cran/RWeka
7226,https://github.com/cran/yaImpute
7227,https://github.com/cran/lavaan
7249,https://github.com/LMFDB/lmfdb
7250,https://gitlab.inria.fr/cado-nfs/cado-nfs
7290,https://github.com/cran/RGtk2
7291,https://github.com/cran/ProgGUIinR
7293,https://github.com/cran/gWidgets
7294,https://github.com/cran/qtbase
7295,https://github.com/cran/tcltk2
7302,https://github.com/cran/PET
7318,https://github.com/cran/sna
7319,https://github.com/cran/lda
7320,https://github.com/cran/tm
7321,https://github.com/cran/wordcloud
7322,https://github.com/cran/twitteR
7323,https://github.com/cran/dtw
7324,https://github.com/cran/topicmodels
7325,https://github.com/cran/arulesNBMiner
7326,https://github.com/cran/arulesViz
7327,https://github.com/cran/arules
7328,https://github.com/cran/statnet
7329,https://github.com/cran/textcat
7330,https://github.com/cran/party
7331,https://github.com/cran/mboost
7333,https://github.com/cran/outliers
7334,https://github.com/cran/RCurl
7335,https://github.com/cran/XML
7336,https://github.com/cran/timsac
7337,https://github.com/cran/extremevalues
7339,https://github.com/jrincayc/ucblogo-code
7365,https://github.com/cran/BoolNet
7415,https://github.com/cran/spikeSlabGAM
7430,https://github.com/cran/bfa
7431,https://github.com/cran/nlmeU
7432,https://github.com/cran/glasso
7433,https://github.com/cran/gcmr
7434,https://github.com/cran/refund
7436,https://github.com/cran/BCBCSF
7437,https://github.com/cran/popReconstruct
7439,https://github.com/cran/bmem
7440,https://github.com/cran/mleur
7441,https://github.com/cran/partDSA
7445,https://github.com/cran/EnvStats
7458,https://github.com/sandialabs/Zoltan
7476,https://github.com/tpltnt/fREEDA
7509,https://github.com/cran/glmmML
7509,https://github.com/cran/glmmML
7563,https://github.com/cusplibrary/cusplibrary
7569,https://github.com/ArduPilot/ardupilot
7589,https://github.com/poulson/PSP
7590,https://github.com/poulson/Clique
7632,https://github.com/gap-packages/automata
7648,https://github.com/scaryPonens/psoa2tptp
7657,https://github.com/gap-packages/cohomolo
7674,https://github.com/cran/acopula
7714,https://github.com/boogie-org/boogie
7716,https://github.com/stamatak/standard-RAxML
7723,https://github.com/gap-packages/rig
7724,https://github.com/gap-packages/gbnp
7728,https://github.com/gap-packages/loops
7736,https://github.com/danr/hipspec
7751,https://github.com/cran/mgcv
7783,https://github.com/cran/DiceKriging
7784,https://github.com/cran/DiceOptim
7804,https://github.com/KratosMultiphysics/Kratos
7805,https://github.com/cran/pacbpred
7820,https://github.com/ExoMol/dvr3d
7914,https://github.com/cran/MixSim
7921,https://github.com/cran/tgp
7922,https://github.com/cran/nnet
7923,https://github.com/cran/dynaTree
7926,https://github.com/cran/Kernlab
7940,https://github.com/cran/PBSadmb
7941,https://github.com/aldenwalker/scallop
7945,https://github.com/cran/alphahull
7947,https://github.com/cran/hmmm
7949,https://github.com/cran/plsgenomics
7950,https://github.com/cran/teigen
7951,https://github.com/cran/simPopulation
7953,https://github.com/cran/sdcMicro
7955,https://github.com/cran/Rlecuyer
7957,https://github.com/cran/RankAggreg
7963,https://github.com/cran/Tweedie
7964,https://github.com/cran/TIMP
7965,https://github.com/cran/spam
7966,https://github.com/cran/locfit
7967,https://github.com/cran/clustvarsel
7968,https://github.com/cran/EMMIX-skew
7969,https://github.com/cran/randtoolbox
7971,https://github.com/cran/QuACN
7972,https://github.com/cran/Forecast
7973,https://github.com/cran/Demography
7974,https://github.com/cran/Mcmcpack
7980,https://github.com/cran/RSiena
7981,https://github.com/cran/PGMM
7985,https://github.com/cran/e1071
7986,https://github.com/cran/maptools
7987,https://github.com/cran/spc
7993,https://github.com/cran/twang
7994,https://github.com/cran/gbm
7995,https://github.com/cran/BayesTree
7996,https://github.com/cran/gee
7997,https://github.com/cran/Waveslim
8001,https://github.com/cran/ipred
8007,https://github.com/cran/race
8013,https://github.com/cran/ks
8015,https://github.com/cran/BMA
8016,https://github.com/cran/sampling
8019,https://github.com/cran/earth
8020,https://github.com/cran/plm
8024,https://github.com/cran/adabag
8001,https://github.com/cran/ipred
8007,https://github.com/cran/race
8013,https://github.com/cran/ks
8015,https://github.com/cran/BMA
8016,https://github.com/cran/sampling
8019,https://github.com/cran/earth
8020,https://github.com/cran/plm
8024,https://github.com/cran/adabag
8029,https://github.com/cran/snowfall
8030,https://github.com/cran/C50
8031,https://github.com/cran/caret
8032,https://github.com/cran/Boruta
8035,https://github.com/cran/biglm
8036,https://github.com/cran/mixPHM
8037,https://github.com/cran/Rdsm
8038,https://github.com/cran/soobench
8039,https://github.com/cran/rjags
8041,https://github.com/cran/doMC
8042,https://github.com/cran/doSNOW
8043,https://github.com/cran/foreach
8044,https://github.com/cran/FSelector
8047,https://github.com/cran/cmaes
8048,https://github.com/cran/sprint
8049,https://github.com/cran/multicore
8050,https://github.com/cran/doMPI
8051,https://github.com/cran/GenSA
8052,https://github.com/cran/Rmpi
8059,https://github.com/cran/sn
8068,https://github.com/cran/timereg
8072,https://github.com/cran/energy
8073,https://github.com/cran/tmvtnorm
8074,https://github.com/cran/BB
8075,https://github.com/cran/Intcox
8076,https://github.com/cran/gnm
8080,https://github.com/cran/LogConcDEAD
8081,https://github.com/cran/spectralGP
8085,https://github.com/cran/ca
8093,https://github.com/cran/mixtools
8094,https://github.com/cran/Matching
8096,https://github.com/cran/msm
8128,https://github.com/cran/Segmented
8131,https://github.com/cran/laeken
8132,https://github.com/cran/nlt
8133,https://github.com/cran/randomSurvivalForest
8134,https://github.com/cran/mlbench
8135,https://github.com/cran/lhs
8136,https://github.com/cran/REQS
8137,https://github.com/cran/Compoisson
8142,https://github.com/cran/missMDA
8143,https://github.com/cran/NMF
8145,https://github.com/cran/GAMLSS
8147,https://github.com/cran/WilcoxCV
8154,https://github.com/cran/SuperLearner
8156,https://github.com/cran/mixdist
8157,https://github.com/cran/mixreg
8159,https://github.com/cran/glmnet
8160,https://github.com/cran/VineCopula
8161,https://github.com/cran/CDVine
8162,https://github.com/cran/ghyp
8163,https://github.com/cran/Survey
8164,https://github.com/cran/FindIt
8165,https://github.com/cran/lars
8166,https://github.com/cran/optmatch
8167,https://github.com/cran/Rcplex
8168,https://github.com/cran/GAMBoost
8169,https://github.com/cran/SemiParBIVProbit
8170,https://github.com/cran/catnet
8171,https://github.com/cran/mcmcse
8172,https://github.com/cran/EDR
8173,https://github.com/cran/Monomvn
8174,https://github.com/cran/relaimpo
8176,https://github.com/cran/DTDA
8177,https://github.com/cran/potts
8178,https://github.com/cran/ordPens
8179,https://github.com/cran/ncvreg
8180,https://github.com/cran/CircNNTSR
8181,https://github.com/cran/elasticnet
8182,https://github.com/cran/SIS
8183,https://github.com/cran/BRugs
8184,https://github.com/cran/lmeSplines
8185,https://github.com/cran/LowRankQP
8186,https://github.com/cran/rcdd
8187,https://github.com/cran/fields
8188,https://github.com/cran/RandomFields
8189,https://github.com/cran/Plus
8190,https://github.com/cran/prefmod
8191,https://github.com/cran/npmlreg
8193,https://github.com/cran/grplasso
8194,https://github.com/cran/DoseFinding
8196,https://github.com/cran/fdrtool
8205,https://github.com/cran/POT
8207,https://github.com/cran/fdaMixed
8208,https://github.com/cran/biOps
8209,https://github.com/cran/seriation
8210,https://github.com/cran/R2admb
8211,https://github.com/cran/limSolve
8212,https://github.com/cran/FitAR
8213,https://github.com/cran/mlegp
8214,https://github.com/cran/Seqin
8215,https://github.com/cran/networksis
8226,https://github.com/cran/spatialCovariance
8232,https://github.com/cran/ade4TkGUI
8233,https://github.com/cran/depmix
8234,https://github.com/cran/depmixS4
8235,https://github.com/cran/lmomRFA
8236,https://github.com/cran/lmom
8237,https://github.com/cran/homtest
8241,https://github.com/cran/filehash
8242,https://github.com/cran/DBI
8247,https://github.com/cran/rJava
8251,https://github.com/cran/RUnit
8252,https://github.com/cran/snowFT
8253,https://github.com/cran/varSelRF
8256,https://github.com/cran/nws
8258,https://github.com/cran/sampleSelection
8259,https://github.com/cran/SuppDists
8260,https://github.com/cran/fds
8261,https://github.com/cran/mvtBinaryEP
8265,https://github.com/cran/bnlearn
8266,https://github.com/cran/EDISON
8268,https://github.com/cran/gRain
8269,https://github.com/cran/G1DBN
8270,https://github.com/cran/rsprng
8271,https://github.com/cran/snow
8273,https://github.com/cran/BayesXsrc
8282,https://github.com/GeoDaCenter/geoda/
8283,https://github.com/cran/adehabitat
8285,https://github.com/cran/RArcInfo
8286,https://github.com/cran/geosphere
8287,https://github.com/cran/raster
8289,https://github.com/cran/Geoxp
8290,https://github.com/cran/splm
8291,https://github.com/cran/spacetime
8293,https://github.com/cran/gstat
8294,https://github.com/cran/Splancs
8295,https://github.com/cran/gdistance
8296,https://github.com/cran/aspace
8300,https://github.com/cran/SeqinR
8302,https://github.com/cran/MCMCglmm
8303,https://github.com/cran/adephylo
8306,https://github.com/cran/Picante
8307,https://github.com/cran/pegas
8309,https://github.com/cran/LASER
8311,https://github.com/cran/phangorn
8323,https://github.com/ls-cwi/natalie
8339,https://github.com/cran/RootSolve
8340,https://github.com/cran/BvpSolve
8365,https://github.com/vegarant/spgl1
8380,https://github.com/RBiezemans/MsFEM-in-FreeFEM
8381,https://github.com/cran/coin
8385,https://github.com/cran/Rcpp
8387,https://github.com/Pat-Laub/EMpht.jl
8399,https://github.com/orcca-uwo/BPAS
8420,https://github.com/rs1909/knut
8444,https://github.com/alexkaiser/SimplifySum
8463,https://github.com/pysal/pysal
8466,https://github.com/cran/huge
8482,https://github.com/cran/rrcovNA
8494,https://github.com/thielul/CHAMP
8531,https://github.com/cran/GWmodel
8547,https://github.com/cran/PCAmixdata
8552,https://github.com/nbronson/scala-stm
8560,https://github.com/frankluebeck/EDIM
8579,https://github.com/coin-or/MOCHA
8583,https://github.com/gap-packages/nilmat
8593,https://github.com/cran/ICS
8594,https://github.com/cran/DCluster
